Zip,NumTotal,NumRetired,NumDisabled,NumWidowerorParent,NumSpouses,NumChildren,BenTotal,BenRetired,BenWidowerorParent,NumSeniors
"77076",2810,1515,495,310,200,290,2609,1539,322,1800
"77078",2045,965,515,210,70,285,1964,1047,206,1010
"77093",4845,2485,890,535,390,545,4301,2469,513,3005
"77205",135,70,35,5,10,15,152,92,7,75
"77228",245,115,80,20,5,25,239,121,21,130
"77293",470,245,90,45,20,70,448,262,47,280
"77325",190,130,15,15,15,15,255,191,21,155
"77336",1805,1075,295,170,95,170,2203,1423,205,1140
"77338",3495,1780,700,350,165,500,3688,2141,384,1980
"77339",5680,3935,460,505,420,360,7555,5716,675,4455
"77345",3195,2305,190,240,260,200,4416,3416,333,2520
"77346",5000,3190,590,395,275,550,6282,4436,507,3315
"77347",360,210,70,35,15,30,422,274,46,235
"77396",3240,1565,700,295,145,535,3431,1884,326,1665
"77014",2010,935,515,150,80,330,1907,1012,154,955
"77018",4000,2635,530,425,200,210,4790,3417,516,2995
"77038",1875,925,390,160,120,280,1665,917,155,1010
"77040",4485,2805,605,320,240,515,5313,3760,392,2965
"77041",3050,2010,375,200,210,255,3480,2515,230,2150
"77043",3090,2210,265,210,210,195,3849,3006,280,2455
"77055",4005,2600,515,410,195,285,4823,3422,515,2965
"77064",3520,2060,545,295,195,425,3894,2551,338,2220
"77065",3665,2295,545,330,180,315,4376,3015,414,2520
"77066",3195,1890,505,225,200,375,3617,2426,274,2060
"77067",2035,880,535,135,80,405,1842,927,129,900
"77068",1625,1080,190,105,110,140,2087,1560,144,1170
"77069",3270,2340,210,325,305,90,4568,3534,452,2770
"77070",5320,3430,630,455,320,485,6728,4797,598,3830
"77080",4540,3100,485,430,270,255,5397,4023,540,3570
"77084",7155,4095,1210,530,350,970,8037,5244,618,4280
"77086",2195,1020,535,190,90,360,2107,1116,194,1085
"77088",6525,3380,1375,630,290,850,6570,3887,648,3745
"77090",3080,1545,690,260,140,445,3363,2034,298,1720
"77091",3525,1810,835,375,110,395,3354,1944,360,2005
"77092",3775,2435,595,305,155,285,4318,3062,361,2650
"77095",5025,3140,645,415,255,570,6256,4316,521,3315
"77206",95,55,20,5,5,10,114,73,6,60
"77222",175,85,45,10,10,25,148,81,11,95
"77238",235,90,70,25,5,45,209,93,21,105
"77240",80,40,15,5,5,15,80,50,6,40
"77241",50,30,10,5,0,5,65,47,8,30
"77243",75,50,10,5,5,5,82,63,5,55
"77248",75,40,25,5,0,5,70,41,5,35
"77255",175,95,40,10,5,25,175,114,9,95
"77267",255,95,85,20,0,55,228,103,18,95
"77268",190,90,35,15,5,45,190,106,18,85
"77269",180,105,35,10,10,20,202,135,14,115
"77270",150,85,35,15,0,15,168,100,18,90
"77273",80,40,15,5,5,15,86,52,8,50
"77280",85,60,15,5,0,5,101,74,7,60
"77284",185,105,40,10,10,20,224,143,16,120
"77290",115,45,30,10,5,25,111,58,8,50
"77291",155,60,40,15,5,35,138,64,11,65
"77292",225,130,50,20,10,15,276,173,27,140
"77410",230,145,30,15,10,30,305,212,24,155
"77429",6310,4115,685,510,380,620,8096,5827,649,4450
"77433",3510,2075,480,255,160,540,4148,2808,309,2125
"77447",1495,895,235,150,70,145,1767,1159,182,975
"77449",6595,3505,1205,495,305,1085,6887,4164,569,3720
"77491",175,85,30,15,5,40,186,116,15,90
"77492",230,150,20,25,15,20,277,207,26,175
"77493",2375,1500,285,195,125,270,2849,1986,254,1665
"77017",3240,1855,515,320,225,325,3166,1998,332,2090
"77021",4790,2840,895,460,155,440,4618,2973,465,3180
"77024",6075,4285,195,705,680,210,9075,6923,1086,5460
"77025",3015,2140,275,310,150,140,4030,3063,424,2425
"77030",1005,790,65,75,50,25,1526,1274,103,845
"77033",5880,3310,1230,570,175,595,5629,3483,561,3705
"77045",4165,2290,825,350,175,525,4142,2564,353,2495
"77047",2820,1525,565,285,110,335,2844,1717,288,1710
"77048",2750,1445,625,255,75,350,2703,1594,256,1570
"77051",3080,1570,710,355,90,355,2777,1554,346,1825
"77053",3070,1515,710,230,125,490,2988,1688,233,1555
"77054",1085,475,220,60,20,310,1055,590,77,500
"77056",3095,2245,95,390,315,50,4898,3800,658,2805
"77057",3935,2815,320,390,290,120,5645,4298,617,3280
"77061",2315,1265,410,235,145,260,2332,1467,260,1465
"77081",1445,825,265,95,85,175,1315,858,97,890
"77085",1460,820,265,115,75,185,1425,894,117,890
"77087",4170,2375,685,385,330,395,3959,2477,394,2705
"77207",235,110,60,25,5,35,243,129,28,130
"77217",40,20,10,0,5,5,43,25,0,20
"77221",260,145,60,30,0,25,248,150,25,155
"77225",510,195,185,35,5,90,474,205,37,230
"77230",120,70,25,5,0,20,121,76,5,70
"77233",420,190,115,40,15,60,382,204,40,225
"77245",320,160,75,25,10,50,303,177,26,170
"77287",120,45,20,10,5,40,118,57,11,65
"77401",1790,1335,95,155,110,95,2623,2100,217,1505
"77402",240,175,25,20,5,15,297,226,21,180
"77031",1585,985,250,120,70,160,1833,1290,145,1070
"77035",4010,2355,725,360,165,405,4413,2935,439,2625
"77036",4665,2915,755,350,280,365,4803,3347,397,3260
"77042",3425,2270,455,265,240,195,4460,3296,361,2550
"77063",3585,2385,410,355,210,225,4592,3348,501,2770
"77071",3320,2025,580,240,150,325,3709,2518,270,2200
"77072",4545,2475,870,305,305,590,4043,2516,308,2670
"77074",3315,2060,515,275,175,290,3540,2455,334,2300
"77077",5950,4180,495,555,385,335,8036,6150,784,4730
"77079",4805,3355,255,420,530,245,6578,5064,607,4045
"77082",4295,2615,700,310,230,440,4723,3231,351,2790
"77083",5455,3065,935,365,330,760,5203,3317,365,3190
"77094",820,575,50,65,70,60,1161,890,92,645
"77096",5170,3680,465,420,320,285,6842,5298,575,4205
"77099",4160,2130,885,305,240,600,3845,2281,315,2345
"77215",115,30,30,5,0,50,106,35,6,35
"77218",60,40,5,5,0,10,75,55,8,40
"77224",115,75,5,15,10,10,159,118,17,90
"77231",190,90,50,15,0,35,174,103,13,85
"77235",80,50,20,5,5,0,103,74,4,55
"77236",80,45,15,5,5,10,68,46,1,45
"77237",15,10,5,0,0,0,18,13,0,10
"77242",220,110,40,20,5,45,251,152,21,120
"77244",95,65,10,5,5,10,117,88,6,65
"77257",170,115,30,10,5,10,204,155,12,120
"77263",85,55,10,10,5,5,106,77,9,60
"77271",120,60,25,10,0,25,111,69,7,60
"77272",225,95,65,10,5,50,210,110,12,90
"77274",120,55,30,10,0,25,104,57,12,60
"77279",90,55,5,10,5,15,106,77,12,65
"77282",85,55,15,10,0,5,113,84,10,60
"77406",3745,2540,370,290,215,330,4855,3595,375,2730
"77407",1575,885,255,90,95,250,1698,1083,104,910
"77411",235,115,55,20,5,40,216,118,18,120
"77413",55,40,5,5,0,5,77,62,6,45
"77417",335,215,40,30,25,25,346,243,34,235
"77441",890,660,65,50,65,50,1202,966,65,720
"77444",165,100,25,20,5,15,187,122,23,100
"77450",6075,4085,580,505,365,540,7848,5785,650,4475
"77451",135,80,20,20,5,10,125,80,19,95
"77459",6495,4465,680,420,385,545,8419,6321,532,4690
"77461",1460,915,200,155,70,120,1661,1110,171,1000
"77464",100,55,15,10,10,10,114,72,17,75
"77469",4010,2195,600,330,205,680,4434,2757,370,2405
"77471",4685,2620,740,485,310,530,4851,3062,545,3055
"77476",215,150,20,20,15,10,256,201,24,180
"77477",3060,1885,435,235,175,330,3405,2326,266,2015
"77478",3545,2595,220,280,275,175,4829,3808,389,2920
"77479",6010,4260,400,455,500,395,7968,6153,595,4670
"77481",45,30,5,5,0,5,48,34,4,30
"77487",235,145,20,20,10,40,280,192,28,160
"77489",4345,2315,970,310,105,645,4704,2793,334,2235
"77494",4425,2915,380,375,275,480,5669,4080,503,3175
"77496",105,60,10,10,5,20,124,86,9,65
"77497",200,130,25,25,5,15,238,170,25,150
"77498",3835,2365,475,290,265,440,4392,3025,342,2540
"77545",1520,655,355,105,70,335,1486,740,110,690
"78003",2575,1710,395,200,125,145,2798,1976,214,1785
"78004",95,70,10,5,5,5,110,85,5,65
"78006",6000,4365,470,505,360,300,7314,5657,622,4725
"78010",800,525,115,55,50,55,851,623,53,560
"78013",1240,880,120,105,70,65,1356,1034,118,955
"78015",2125,1640,95,115,180,95,2844,2334,157,1770
"78024",480,380,25,30,35,10,600,492,43,410
"78025",1445,980,185,135,75,70,1554,1139,145,1060
"78027",115,85,10,10,5,5,127,92,13,85
"78028",10755,7735,1020,895,655,450,12197,9355,1054,8565
"78029",920,640,115,65,45,55,1026,769,79,685
"78055",460,330,40,40,30,20,511,393,40,350
"78058",365,275,30,25,20,15,401,317,25,295
"78063",2010,1320,310,140,95,145,2202,1545,163,1345
"78074",60,45,5,5,5,0,70,51,9,45
"78618",105,80,5,5,10,5,111,93,4,85
"78624",6190,4685,425,500,340,240,7082,5639,589,5060
"78631",670,470,70,45,40,45,696,526,48,485
"78671",200,140,20,20,10,10,211,155,21,155
"78675",55,40,5,5,5,0,65,47,7,45
"78828",95,60,10,15,5,5,105,72,13,75
"78833",455,285,60,55,25,30,436,291,54,325
"78873",580,410,55,45,40,30,610,456,50,445
"78879",90,60,10,10,5,5,95,67,11,70
"78880",380,225,50,50,40,15,350,221,48,290
"78883",95,80,5,0,5,5,104,90,0,80
"78885",50,40,5,0,5,0,63,53,0,45
"78014",980,525,170,115,65,105,808,480,107,630
"78019",175,90,20,25,20,20,141,80,20,110
"78021",25,15,0,5,5,0,27,17,5,20
"78040",6555,3535,870,890,625,635,4631,2700,687,4535
"78041",5940,3550,615,670,585,520,5093,3394,567,4240
"78042",590,365,65,75,50,35,472,315,62,440
"78043",5315,2995,630,580,520,590,4349,2821,475,3530
"78044",625,335,105,55,50,80,539,334,52,395
"78045",4575,2745,485,455,420,470,4260,2880,417,3175
"78046",5020,2105,880,525,535,975,3135,1444,361,2560
"78067",155,70,20,30,15,20,121,58,19,95
"78076",1685,880,260,195,175,175,1372,795,167,1100
"78344",80,40,10,15,10,5,65,34,14,60
"78361",1020,535,150,150,90,95,849,493,130,710
"78369",85,40,15,10,10,10,73,38,13,50
"78371",65,30,5,15,5,10,54,28,13,50
"78564",45,20,5,10,5,5,30,17,8,35
"75601",2960,1825,415,365,170,185,3332,2257,422,2170
"75602",3065,1505,795,265,120,380,2956,1658,275,1680
"75603",1180,750,180,100,55,95,1346,922,116,810
"75604",4390,2550,705,410,265,460,4877,3207,495,2945
"75605",5300,3600,495,575,320,310,6413,4667,736,4150
"75606",430,255,85,45,15,30,534,353,64,290
"75607",745,280,260,45,15,145,679,321,39,295
"75608",425,240,75,35,25,50,492,319,40,270
"75615",110,60,20,10,10,10,120,74,13,75
"75631",485,285,75,55,30,40,556,354,63,330
"75633",2955,1780,395,355,175,250,3203,2096,403,2105
"75637",40,25,10,0,0,5,39,29,0,25
"75639",530,290,110,50,30,50,534,316,46,345
"75640",880,505,160,75,45,95,956,609,85,555
"75641",35,10,5,10,0,10,28,12,8,20
"75643",450,260,75,60,30,25,479,296,66,315
"75644",2925,1690,495,350,150,240,3115,1987,377,1985
"75645",1870,1095,345,155,105,170,2057,1311,178,1205
"75647",2705,1485,495,305,155,265,2895,1767,338,1720
"75652",2415,1490,365,255,130,175,2596,1739,278,1675
"75653",435,280,55,40,20,40,481,338,51,305
"75654",2040,1290,235,225,140,150,2274,1551,268,1475
"75658",60,35,10,5,0,10,58,34,9,40
"75660",155,105,25,15,5,5,189,135,17,105
"75662",3900,2305,655,440,190,310,4289,2770,505,2675
"75663",630,390,85,85,25,45,696,476,96,460
"75666",160,75,45,15,10,15,176,92,18,90
"75667",270,175,40,25,10,20,269,186,23,185
"75669",165,110,15,15,10,15,181,127,16,120
"75680",40,30,5,0,0,5,39,32,0,30
"75681",610,385,110,50,25,40,626,421,53,410
"75682",170,110,25,15,5,15,195,134,18,125
"75683",970,510,215,105,50,90,1018,581,116,610
"75684",1175,690,210,125,50,100,1240,796,141,765
"75685",65,35,15,10,5,0,74,41,8,40
"75687",65,40,10,5,5,5,67,47,5,45
"75689",70,35,10,5,5,15,67,39,7,35
"75691",825,455,150,90,50,80,878,541,89,510
"75693",1155,685,170,110,70,120,1323,879,134,785
"75755",1165,665,205,115,70,110,1235,783,122,765
"79031",270,145,25,40,30,30,248,160,42,200
"79064",495,285,50,70,65,25,475,310,70,400
"79082",75,50,5,10,10,0,84,60,7,60
"79220",35,25,5,0,5,0,32,26,0,25
"79229",130,70,20,15,5,20,119,77,15,85
"79236",25,20,5,0,0,0,27,21,0,20
"79243",25,15,0,5,5,0,30,19,5,20
"79312",180,115,20,25,10,10,189,132,22,140
"79313",325,180,50,40,35,20,313,193,38,240
"79314",30,20,0,0,10,0,29,21,0,30
"79316",2075,1190,305,275,140,165,2104,1332,296,1480
"79322",475,310,60,45,30,30,461,320,48,350
"79324",15,5,0,5,5,0,13,8,2,10
"79329",625,405,60,55,65,40,655,468,64,480
"79330",25,20,5,0,0,0,31,26,0,20
"79336",2800,1575,390,365,230,240,2994,1890,416,1990
"79338",50,30,5,10,0,5,49,30,8,30
"79339",1470,855,240,170,100,105,1451,934,168,1050
"79343",285,160,45,30,25,25,278,179,30,190
"79345",160,95,20,10,20,15,158,103,15,110
"79346",515,295,75,55,50,40,481,319,54,370
"79347",1190,710,145,135,115,85,1176,794,151,895
"79350",110,75,15,5,10,5,106,74,4,75
"79351",270,165,25,35,30,15,283,187,38,220
"79356",885,555,110,90,55,75,900,616,100,640
"79357",480,270,60,80,35,35,480,297,81,350
"79358",230,135,30,25,15,25,240,154,31,165
"79363",945,545,160,90,50,100,977,635,92,615
"79364",1600,925,260,175,115,125,1594,1010,188,1085
"79366",245,190,20,20,10,5,334,268,26,205
"79367",155,95,20,20,10,10,150,101,17,115
"79369",15,10,5,0,0,0,18,10,0,10
"79370",430,300,45,40,20,25,435,319,42,320
"79371",285,175,25,35,35,15,292,200,37,225
"79372",210,110,30,30,20,20,225,134,33,145
"79373",610,375,80,70,45,40,627,436,69,455
"79376",15,10,0,0,5,0,13,10,0,10
"79378",30,15,5,5,5,0,35,23,4,25
"79379",100,50,15,15,10,10,99,58,12,70
"79380",30,15,5,5,0,5,31,16,6,25
"79381",195,115,30,20,15,15,208,134,22,135
"79382",950,585,160,70,55,80,1019,691,79,655
"79383",60,40,5,5,5,5,64,48,3,45
"79401",400,210,105,30,15,40,376,218,27,225
"79403",3110,1655,735,260,130,330,2880,1706,246,1840
"79404",1565,800,400,130,60,175,1429,816,116,875
"79407",2550,1495,440,245,120,250,2841,1859,297,1705
"79408",795,235,220,50,20,270,680,264,48,295
"79410",1105,705,175,105,45,75,1203,834,118,795
"79411",835,430,205,75,25,100,740,421,71,470
"79412",2295,1235,475,205,100,280,2228,1384,214,1400
"79413",4080,2760,475,390,210,245,4771,3495,481,3170
"79414",2525,1605,395,225,85,215,2671,1838,252,1780
"79415",2435,1265,575,260,110,225,2271,1317,244,1470
"79416",3860,2430,510,430,185,305,4504,3093,550,2840
"79423",4690,3075,625,405,225,360,5535,3940,506,3380
"79424",5690,4080,465,535,310,300,7205,5479,717,4535
"79452",250,125,65,25,5,30,256,153,17,145
"79453",100,60,15,15,5,5,121,87,19,75
"79464",215,150,20,15,15,15,251,192,18,165
"79490",170,100,30,15,10,15,175,116,15,110
"79493",330,195,60,35,10,30,371,241,40,215
"79499",80,40,20,5,5,10,92,53,6,45
"75760",625,365,100,80,30,50,644,407,85,430
"75788",45,25,5,10,5,0,51,30,12,35
"75835",3015,1860,465,305,135,250,3104,2114,311,2105
"75844",1465,945,210,150,75,85,1605,1108,162,1040
"75845",770,435,145,95,30,65,805,492,95,485
"75847",415,235,70,40,30,40,425,269,35,275
"75849",120,80,25,5,5,5,139,99,8,85
"75851",600,395,70,60,25,50,668,475,62,445
"75856",80,50,15,10,0,5,90,60,7,55
"75858",70,45,10,5,5,5,63,45,5,45
"75862",3110,1970,525,310,145,160,3475,2359,349,2165
"75865",45,35,5,5,0,0,54,42,4,35
"75901",5200,2875,930,495,275,625,5454,3425,567,3300
"75902",775,240,110,45,15,365,730,292,46,310
"75903",235,115,65,20,5,30,230,129,22,125
"75904",5930,3460,1065,585,300,520,6430,4169,671,3930
"75915",535,260,130,40,15,90,559,324,48,290
"75926",295,190,45,30,15,15,327,217,37,210
"75929",605,380,90,55,50,30,695,473,64,425
"75930",535,295,110,55,30,45,576,342,59,345
"75931",715,430,115,65,45,60,811,538,69,490
"75934",55,30,5,10,5,5,52,31,11,40
"75935",2765,1520,515,295,140,295,2794,1706,298,1795
"75936",215,130,35,25,15,10,247,162,29,155
"75937",300,175,55,20,15,35,309,193,22,190
"75938",725,415,115,75,55,65,782,499,78,500
"75939",830,395,205,100,45,85,871,469,101,485
"75941",1430,770,260,150,100,150,1487,907,164,905
"75942",120,65,25,15,5,10,117,67,14,80
"75943",275,175,45,30,10,15,305,198,32,190
"75944",425,235,90,35,20,45,464,287,41,260
"75946",815,485,160,80,40,50,860,547,83,555
"75948",2305,1520,310,200,160,115,2660,1893,219,1670
"75949",1800,970,375,175,115,165,1913,1139,190,1115
"75954",765,410,135,90,50,80,803,471,98,485
"75958",50,25,10,5,5,5,46,29,4,30
"75959",385,260,55,35,25,10,438,314,39,285
"75960",215,110,40,20,20,25,226,134,23,130
"75961",2400,1340,525,225,80,230,2465,1530,238,1440
"75962",15,10,5,0,0,0,21,14,0,10
"75963",720,395,160,80,30,55,771,476,82,450
"75964",2795,1500,595,250,135,315,2824,1709,266,1685
"75965",2600,1700,335,270,140,155,3102,2187,344,1935
"75968",420,215,75,55,20,55,445,257,56,260
"75969",680,400,125,60,35,60,733,468,65,435
"75972",1790,1005,305,210,95,175,1793,1113,202,1170
"75973",725,425,130,70,50,50,767,491,72,500
"75974",580,305,110,60,40,65,576,341,69,365
"75975",885,505,170,90,45,75,886,560,85,585
"75978",75,40,15,5,5,10,86,53,7,45
"75979",2370,1440,385,250,130,165,2610,1709,277,1640
"75980",895,530,140,100,65,60,1005,639,112,615
"77326",135,90,20,15,5,5,149,102,17,100
"77332",50,35,5,5,0,5,56,42,4,40
"77335",580,355,110,45,25,45,632,427,53,390
"77350",170,80,50,10,5,25,159,87,9,90
"77351",7035,4280,1175,685,400,495,7833,5250,755,4845
"77360",1925,1225,335,165,95,105,2210,1538,187,1305
"77399",7835,7045,295,155,315,25,9650,8796,188,6600
"77616",250,120,50,40,15,25,277,149,44,155
"77624",265,170,45,20,15,15,304,204,22,185
"77660",430,200,85,65,35,45,452,234,75,270
"77664",665,395,100,60,55,55,754,489,73,460
"75564",25,15,0,5,0,5,25,15,4,20
"75642",100,50,20,10,0,20,105,61,12,50
"75650",1395,790,230,125,80,170,1526,958,148,880
"75651",465,270,90,45,30,30,474,301,44,295
"75657",2420,1430,455,240,105,190,2491,1586,261,1585
"75659",40,30,5,5,0,0,50,36,5,30
"75661",680,435,125,60,25,35,733,501,57,450
"75670",2755,1495,600,265,95,300,2626,1583,258,1650
"75671",580,325,110,55,20,70,592,376,58,360
"75672",3195,1980,475,345,165,230,3580,2388,393,2245
"75688",135,95,20,5,5,10,154,115,7,105
"75692",1055,620,190,105,55,85,1203,766,121,685
"75694",95,55,15,10,10,5,97,65,10,70
"78501",9190,5470,1180,1035,745,760,7647,4961,915,6540
"78502",650,395,95,60,45,55,635,436,60,450
"78503",2925,1640,435,295,305,250,2101,1320,217,1975
"78504",4555,2640,655,360,340,560,4423,2869,366,2920
"78505",670,415,85,65,65,40,473,322,47,510
"78516",4330,2590,660,340,315,425,3431,2329,278,2905
"78536",65,30,10,10,5,10,52,29,8,40
"78537",4950,2760,775,450,355,610,3515,2183,341,3160
"78539",3610,2100,540,380,240,350,3188,2046,337,2440
"78540",1065,465,210,100,65,225,799,413,80,550
"78541",3505,1685,740,325,290,465,2543,1351,247,2000
"78542",4745,2170,980,415,395,785,3204,1646,296,2475
"78545",170,75,30,25,15,25,115,54,18,100
"78547",415,190,85,40,40,60,218,105,22,230
"78548",490,235,110,45,30,70,291,145,28,270
"78549",230,110,45,25,25,25,147,79,16,140
"78557",1560,855,235,135,160,175,922,536,87,955
"78558",420,195,85,40,35,65,273,140,26,230
"78560",710,365,110,70,75,90,427,238,43,440
"78562",345,175,55,50,25,40,198,104,31,220
"78563",120,70,15,10,15,10,104,68,10,85
"78565",210,95,40,25,20,30,110,55,13,125
"78572",10055,6320,1250,880,780,825,8525,6002,716,7185
"78573",4330,2065,870,405,385,605,3001,1587,293,2415
"78574",4165,2030,795,340,385,615,2930,1648,259,2335
"78576",875,400,205,60,70,140,545,280,37,445
"78577",8630,4815,1380,805,720,910,6427,4064,605,5585
"78582",4710,2220,880,525,470,615,2901,1485,359,2770
"78584",3265,1595,475,460,420,315,1900,986,299,2140
"78585",55,30,10,5,5,5,38,23,4,35
"78588",75,40,10,15,10,0,68,36,15,60
"78589",4755,2385,890,445,385,650,3213,1788,325,2690
"78591",85,40,10,10,15,10,65,40,6,60
"78595",715,310,135,70,75,125,388,184,42,360
"75002",5330,3545,665,365,250,505,6612,4743,478,3760
"75009",1045,735,95,75,55,85,1272,964,96,780
"75013",2230,1545,205,145,135,200,2920,2173,190,1660
"75023",5865,4145,620,420,305,375,7640,5799,558,4370
"75024",2095,1400,225,185,125,160,2771,1978,249,1535
"75025",4020,2745,395,315,230,335,5233,3859,421,2905
"75026",180,120,25,15,5,15,236,168,23,125
"75033",1745,1135,195,125,65,225,2253,1577,166,1130
"75034",4635,3410,340,315,275,295,6233,4901,429,3545
"75035",3070,1975,365,240,135,355,3780,2643,318,2070
"75048",1845,1200,235,135,95,180,2232,1579,165,1260
"75069",5525,3895,655,440,260,275,6764,5152,541,4210
"75070",7455,5125,730,500,400,700,9618,7168,674,5305
"75071",3585,2320,480,245,150,390,4381,3100,302,2435
"75074",4455,2955,585,345,210,360,5356,3914,411,3190
"75075",5915,4420,415,425,365,290,7876,6296,574,4835
"75078",935,645,115,60,40,75,1244,915,71,655
"75086",275,215,25,10,10,15,367,306,18,215
"75093",4760,3440,320,360,365,275,6610,5143,498,3810
"75094",1525,1015,175,95,80,160,1905,1388,116,1060
"75097",75,60,10,5,0,0,94,81,1,60
"75098",4475,2730,700,310,185,550,5230,3538,388,2835
"75121",115,75,20,10,5,5,140,91,14,80
"75164",115,75,15,10,5,10,125,88,13,80
"75166",390,270,50,25,15,30,493,355,34,270
"75173",565,335,115,35,20,60,654,421,43,340
"75407",2030,1225,390,165,60,190,2230,1465,177,1250
"75409",1345,840,210,95,65,135,1580,1079,116,875
"75424",560,375,80,40,30,35,675,486,49,400
"75454",735,500,95,45,30,65,880,649,56,490
"75485",70,45,15,5,0,5,78,53,6,45
"75014",60,40,5,5,5,5,75,57,5,45
"75016",130,75,30,5,5,15,141,93,7,70
"75019",2790,1905,280,215,125,265,3717,2726,278,2015
"75038",1550,830,365,110,50,195,1772,1153,118,855
"75039",330,215,50,25,20,20,419,298,33,230
"75050",4260,2590,735,340,190,405,4772,3213,393,2785
"75051",4410,2540,820,385,205,460,4564,2943,432,2835
"75052",7565,4375,1375,515,320,980,8404,5408,582,4440
"75053",365,210,75,25,15,40,400,272,31,220
"75054",640,345,135,35,30,95,776,462,42,345
"75062",5060,3365,665,410,270,350,6061,4425,519,3710
"75063",2000,1175,315,135,100,275,2384,1612,161,1240
"75261",55,35,10,0,5,5,71,54,0,35
"76001",2770,1670,430,175,120,375,3264,2247,195,1745
"76002",1970,950,400,120,80,420,2017,1112,124,980
"76003",275,170,45,20,10,30,344,238,26,190
"76004",175,105,35,10,0,25,191,124,11,105
"76005",40,25,5,5,0,5,50,36,3,25
"76006",1840,1085,365,140,75,175,2297,1550,176,1110
"76007",150,60,45,15,5,25,136,65,16,65
"76010",4205,2215,880,370,240,500,4152,2524,412,2540
"76011",2215,1235,500,175,90,215,2439,1536,210,1345
"76012",4715,3340,510,380,270,215,6060,4633,514,3735
"76013",5460,3750,525,555,355,275,6880,5131,735,4410
"76014",3220,1735,655,245,145,440,3300,2040,276,1860
"76015",2390,1565,330,195,110,190,2848,2028,256,1685
"76016",4885,3490,445,390,280,280,6401,4884,517,3750
"76017",5550,3645,755,375,255,520,6881,4930,475,3795
"76018",2040,1060,460,130,85,305,2126,1225,136,1050
"76021",5385,3890,505,450,280,260,7156,5503,599,4195
"76022",2210,1515,275,205,85,130,2759,2031,263,1680
"76034",3145,2370,170,210,245,150,4491,3584,293,2545
"76039",3310,2120,465,280,130,315,4095,2875,358,2200
"76040",2725,1695,485,180,120,245,3183,2205,224,1785
"76051",4390,3100,445,355,190,300,5783,4352,474,3240
"76053",4555,2990,625,455,215,270,5463,3863,577,3375
"76054",2485,1920,140,200,145,80,3323,2677,274,2095
"76094",130,90,15,10,10,5,167,124,17,90
"76095",260,180,40,15,15,10,338,255,24,200
"76096",185,105,45,10,0,25,217,133,10,100
"76099",225,165,20,10,10,20,289,227,11,165
"76155",145,70,40,15,5,15,168,92,18,70
"79701",3850,2045,720,445,245,395,3707,2205,468,2470
"79702",475,300,60,40,30,45,578,428,45,350
"79703",2425,1460,370,235,105,255,2655,1761,280,1635
"79704",170,110,25,15,5,15,201,143,13,115
"79705",5030,3205,610,500,355,360,5949,4211,626,3800
"79706",2145,1255,390,175,115,210,2306,1480,200,1385
"79707",3805,2560,345,425,255,220,4775,3475,562,2995
"79708",225,145,25,20,15,20,282,203,25,165
"79710",155,90,25,15,10,15,209,139,20,110
"79711",65,40,15,5,0,5,80,53,7,40
"79712",185,105,40,10,10,20,196,124,16,115
"79755",15,15,0,0,0,0,20,16,0,15
"75451",400,245,70,30,25,30,419,287,27,270
"75455",3790,2265,585,385,200,355,4012,2648,428,2550
"75456",530,300,110,40,25,55,591,378,55,330
"75457",1450,940,200,140,60,110,1609,1130,149,1020
"75480",495,375,45,25,30,20,587,475,28,385
"75487",365,215,65,30,25,30,383,250,28,235
"75493",85,50,15,5,5,10,87,56,5,50
"75558",325,200,65,20,15,25,362,239,22,215
"75568",800,475,135,85,45,60,793,519,81,550
"75571",745,440,135,85,30,55,780,490,85,495
"75636",150,70,40,20,10,10,163,82,24,90
"75638",1405,830,225,130,100,120,1531,1004,143,975
"75668",530,280,120,55,30,45,569,347,63,335
"75686",2730,1690,450,245,140,205,2973,2015,272,1860
"78851",20,10,5,0,0,5,17,10,0,10
"79714",2130,1180,345,255,175,175,2378,1460,302,1460
"79718",150,95,10,20,15,10,134,88,21,120
"79719",115,65,15,15,10,10,120,75,17,85
"79730",55,30,5,5,10,5,37,25,3,35
"79731",650,360,90,85,55,60,699,429,97,445
"79734",595,450,45,30,45,25,597,486,29,440
"79735",1950,1160,270,210,170,140,1800,1178,201,1390
"79741",65,40,10,5,5,5,73,47,7,50
"79742",100,55,15,10,10,10,95,62,10,70
"79743",50,30,10,5,5,0,53,34,6,35
"79744",155,90,25,20,10,10,168,107,19,100
"79745",1090,550,170,165,100,105,1137,646,181,720
"79752",420,215,75,60,30,40,438,251,71,275
"79754",15,10,0,0,0,5,15,11,0,10
"79756",1800,970,305,210,150,165,1907,1160,231,1175
"79758",330,225,40,30,15,20,399,289,37,235
"79760",575,305,135,50,20,65,591,364,47,340
"79761",4525,2430,750,585,340,420,4704,2868,649,3070
"79762",5125,3100,675,635,335,380,6091,4050,803,3720
"79763",4400,2120,920,540,360,460,4309,2324,581,2655
"79764",2790,1430,540,345,225,250,2903,1681,389,1780
"79765",805,495,110,75,60,65,981,675,91,570
"79766",575,275,130,50,60,60,520,271,54,340
"79768",360,240,45,35,20,20,439,316,42,265
"79769",240,130,55,25,15,15,274,170,27,155
"79772",1980,1085,305,240,175,175,1830,1108,239,1345
"79777",30,25,0,5,0,0,30,25,3,25
"79778",185,110,20,20,15,20,194,128,25,145
"79780",70,40,10,5,10,5,57,38,5,50
"79781",70,40,10,5,10,5,67,42,10,55
